"";"gene_id";"gene_type"
"1997091";"ENSG00000250685.3";"antisense"
"1997109";"ENSG00000168418.6";"protein_coding"
"1997130";"ENSG00000260858.1";"lincRNA"
"1997135";"ENSG00000201361.1";"rRNA"
"1997138";"ENSG00000103175.6";"protein_coding"
"1997182";"ENSG00000260530.1";"antisense"
"1997186";"ENSG00000260504.1";"lincRNA"
"1997190";"ENSG00000064270.8";"protein_coding"
"1997422";"ENSG00000261286.1";"antisense"
"1997427";"ENSG00000140950.11";"protein_coding"
"1997565";"ENSG00000261243.1";"antisense"
"1997569";"ENSG00000103187.6";"protein_coding"
"1997606";"ENSG00000261471.1";"antisense"
"1997609";"ENSG00000135686.8";"protein_coding"
"1997672";"ENSG00000103194.11";"protein_coding"
"1997929";"ENSG00000103196.7";"protein_coding"
"1998114";"ENSG00000260859.1";"sense_intronic"
"1998118";"ENSG00000265249.1";"miRNA"
"1998121";"ENSG00000260340.1";"lincRNA"
"1998126";"ENSG00000153786.8";"protein_coding"
"1998230";"ENSG00000135709.8";"protein_coding"
"1998374";"ENSG00000153789.8";"protein_coding"
"1998398";"ENSG00000262601.1";"protein_coding"
"1998404";"ENSG00000270313.1";"pseudogene"
"1998407";"ENSG00000179219.5";"lincRNA"
"1998411";"ENSG00000266307.1";"miRNA"
"1998414";"ENSG00000261567.1";"protein_coding"
"1998422";"ENSG00000264203.1";"miRNA"
"1998425";"ENSG00000270124.1";"lincRNA"
"1998430";"ENSG00000260417.1";"lincRNA"
"1998433";"ENSG00000131149.13";"protein_coding"
"1998619";"ENSG00000263968.1";"misc_RNA"
"1998622";"ENSG00000131153.4";"protein_coding"
"1998660";"ENSG00000154102.6";"protein_coding"
"1998738";"ENSG00000222190.1";"miRNA"
"1998741";"ENSG00000269898.1";"antisense"
"1998745";"ENSG00000131148.4";"protein_coding"
"1998795";"ENSG00000252311.1";"snRNA"
"1998798";"ENSG00000270184.1";"antisense"
"1998802";"ENSG00000270159.1";"antisense"
"1998806";"ENSG00000131143.4";"protein_coding"
"1998962";"ENSG00000270698.1";"pseudogene"
"1998966";"ENSG00000214259.3";"pseudogene"
"1998969";"ENSG00000140968.6";"protein_coding"
"1999095";"ENSG00000268804.1";"lincRNA"
"1999099";"ENSG00000269667.1";"lincRNA"
"1999103";"ENSG00000261177.1";"lincRNA"
"1999107";"ENSG00000268078.1";"lincRNA"
"1999111";"ENSG00000268505.1";"lincRNA"
"1999116";"ENSG00000269186.1";"lincRNA"
"1999120";"ENSG00000270058.1";"lincRNA"
"1999124";"ENSG00000268754.1";"lincRNA"
"1999131";"ENSG00000199949.1";"misc_RNA"
"1999134";"ENSG00000268532.1";"lincRNA"
"1999139";"ENSG00000168367.5";"lincRNA"
"1999185";"ENSG00000269826.1";"lincRNA"
"1999190";"ENSG00000268473.1";"pseudogene"
"1999194";"ENSG00000268388.1";"lincRNA"
"1999222";"ENSG00000103241.5";"protein_coding"
"1999232";"ENSG00000270020.1";"lincRNA"
"1999235";"ENSG00000243697.1";"pseudogene"
"1999238";"ENSG00000103248.13";"protein_coding"
"1999523";"ENSG00000260944.1";"antisense"
"1999527";"ENSG00000176692.4";"protein_coding"
"1999535";"ENSG00000176678.4";"protein_coding"
"1999550";"ENSG00000260387.1";"lincRNA"
"1999554";"ENSG00000261161.1";"lincRNA"
"1999559";"ENSG00000260026.1";"lincRNA"
"1999563";"ENSG00000261175.1";"lincRNA"
"1999573";"ENSG00000260795.1";"pseudogene"
"1999576";"ENSG00000232190.2";"processed_transcript"
"1999581";"ENSG00000261363.1";"lincRNA"
"1999585";"ENSG00000260456.2";"protein_coding"
"1999635";"ENSG00000261095.1";"lincRNA"
"1999640";"ENSG00000261651.1";"antisense"
"1999644";"ENSG00000261697.1";"sense_intronic"
"1999663";"ENSG00000243705.1";"pseudogene"
"1999666";"ENSG00000131152.4";"protein_coding"
"1999680";"ENSG00000239186.1";"snoRNA"
"1999683";"ENSG00000270006.1";"antisense"
"1999687";"ENSG00000270082.1";"antisense"
"1999691";"ENSG00000103264.11";"protein_coding"
"1999762";"ENSG00000269901.1";"antisense"
"1999766";"ENSG00000140941.8";"protein_coding"
"1999853";"ENSG00000261592.1";"antisense"
"1999857";"ENSG00000140948.7";"protein_coding"
"1999948";"ENSG00000260750.1";"lincRNA"
"1999963";"ENSG00000269935.1";"antisense"
"1999966";"ENSG00000154118.8";"protein_coding"
"1999997";"ENSG00000226180.2";"protein_coding"
"2000005";"ENSG00000104731.9";"protein_coding"
"2000326";"ENSG00000205047.3";"protein_coding"
"2000336";"ENSG00000260671.1";"sense_intronic"
"2000341";"ENSG00000260498.1";"lincRNA"
"2000350";"ENSG00000260177.1";"lincRNA"
"2000354";"ENSG00000103257.4";"protein_coding"
"2000409";"ENSG00000260466.1";"antisense"
"2000413";"ENSG00000174990.3";"protein_coding"
"2000440";"ENSG00000260603.1";"sense_intronic"
"2000444";"ENSG00000270385.1";"pseudogene"
"2000448";"ENSG00000260443.1";"pseudogene"
"2000451";"ENSG00000172530.15";"protein_coding"
"2000833";"ENSG00000261193.1";"lincRNA"
"2000837";"ENSG00000260166.1";"lincRNA"
"2000841";"ENSG00000205037.2";"lincRNA"
"2000848";"ENSG00000260162.2";"lincRNA"
"2000852";"ENSG00000261327.3";"lincRNA"
"2000862";"ENSG00000261816.1";"lincRNA"
"2000867";"ENSG00000260420.1";"lincRNA"
"2000872";"ENSG00000261273.1";"lincRNA"
"2000878";"ENSG00000225614.2";"protein_coding"
"2000893";"ENSG00000179588.4";"protein_coding"
"2000941";"ENSG00000263456.1";"miRNA"
"2000944";"ENSG00000261744.1";"antisense"
"2000950";"ENSG00000158545.11";"protein_coding"
"2001112";"ENSG00000124391.4";"protein_coding"
"2001127";"ENSG00000051523.6";"protein_coding"
"2001234";"ENSG00000167508.6";"protein_coding"
"2001385";"ENSG00000260630.2";"antisense"
"2001411";"ENSG00000185669.5";"protein_coding"
"2001423";"ENSG00000158717.6";"protein_coding"
"2001531";"ENSG00000259813.1";"antisense"
"2001535";"ENSG00000174177.8";"protein_coding"
"2001755";"ENSG00000103335.15";"protein_coding"
"2001989";"ENSG00000265672.1";"miRNA"
"2001992";"ENSG00000260121.1";"antisense"
"2001995";"ENSG00000224888.3";"antisense"
"2002003";"ENSG00000260617.1";"antisense"
"2002007";"ENSG00000182376.2";"antisense"
"2002015";"ENSG00000167513.4";"protein_coding"
"2002058";"ENSG00000198931.6";"protein_coding"
"2002165";"ENSG00000141012.8";"protein_coding"
"2002365";"ENSG00000269422.1";"protein_coding"
"2002371";"ENSG00000167515.6";"protein_coding"
"2002529";"ENSG00000205022.5";"protein_coding"
"2002616";"ENSG00000129993.10";"protein_coding"
"2002840";"ENSG00000259881.1";"antisense"
"2002854";"ENSG00000261226.1";"sense_intronic"
"2002860";"ENSG00000205018.2";"protein_coding"
"2002870";"ENSG00000259989.1";"lincRNA"
"2002875";"ENSG00000256982.1";"lincRNA"
"2002879";"ENSG00000176715.11";"protein_coding"
"2003091";"ENSG00000261546.1";"antisense"
"2003094";"ENSG00000180422.3";"lincRNA"
"2003105";"ENSG00000205015.1";"lincRNA"
"2003110";"ENSG00000129910.3";"protein_coding"
"2003154";"ENSG00000259803.2";"protein_coding"
"2003198";"ENSG00000259877.1";"antisense"
"2003201";"ENSG00000170100.9";"protein_coding"
"2003267";"ENSG00000260659.1";"antisense"
"2003271";"ENSG00000260637.1";"lincRNA"
"2003275";"ENSG00000167522.10";"protein_coding"
"2003474";"ENSG00000268218.1";"protein_coding"
"2003484";"ENSG00000260279.1";"antisense"
"2003491";"ENSG00000261253.1";"antisense"
"2003500";"ENSG00000261574.1";"sense_intronic"
"2003504";"ENSG00000261692.1";"sense_intronic"
"2003508";"ENSG00000252887.1";"snRNA"
"2003511";"ENSG00000270832.1";"pseudogene"
"2003514";"ENSG00000197912.9";"protein_coding"
"2003720";"ENSG00000261118.1";"antisense"
"2003728";"ENSG00000252579.1";"snRNA"
"2003731";"ENSG00000167526.9";"protein_coding"
"2003875";"ENSG00000200084.1";"snoRNA"
"2003878";"ENSG00000178773.10";"protein_coding"
"2004017";"ENSG00000015413.5";"protein_coding"
"2004144";"ENSG00000131165.10";"protein_coding"
"2004263";"ENSG00000167523.9";"protein_coding"
"2004338";"ENSG00000185324.17";"protein_coding"
"2004632";"ENSG00000260259.1";"protein_coding"
"2004644";"ENSG00000158792.11";"protein_coding"
"2004678";"ENSG00000075399.8";"protein_coding"
"2004796";"ENSG00000261373.1";"antisense"
"2004805";"ENSG00000158805.7";"protein_coding"
"2005016";"ENSG00000187741.10";"protein_coding"
"2005611";"ENSG00000204991.6";"protein_coding"
"2005748";"ENSG00000141002.14";"protein_coding"
"2006040";"ENSG00000267048.1";"processed_transcript"
"2006045";"ENSG00000258839.2";"protein_coding"
"2006069";"ENSG00000256390.1";"pseudogene"
"2006073";"ENSG00000198211.8";"protein_coding"
"2006089";"ENSG00000259006.1";"antisense"
"2006093";"ENSG00000258947.2";"protein_coding"
"2006272";"ENSG00000140995.12";"protein_coding"
"2006680";"ENSG00000261317.1";"antisense"
"2006684";"ENSG00000177946.4";"protein_coding"
"2006695";"ENSG00000223959.4";"pseudogene"
"2006828";"ENSG00000003249.9";"protein_coding"
"2006895";"ENSG00000141013.10";"protein_coding"
"2007092";"ENSG00000221819.2";"protein_coding"
"2007100";"ENSG00000222019.3";"pseudogene"
"2007125";"ENSG00000126856.9";"protein_coding"
"2007224";"ENSG00000261812.1";"polymorphic_pseudogene"
"2007251";"ENSG00000260528.2";"processed_transcript"
"2007278";"ENSG00000260507.1";"lincRNA"
"2007282";"ENSG00000261172.1";"lincRNA"
"2007290";"ENSG00000222359.1";"snRNA"
"2007293";"ENSG00000260923.1";"lincRNA"
"2007316";"ENSG00000273288.1";"miRNA"
"2007319";"ENSG00000272636.1";"protein_coding"
"2007342";"ENSG00000273172.1";"lincRNA"
"2007347";"ENSG00000181031.11";"protein_coding"
"2007592";"ENSG00000262920.1";"antisense"
"2007599";"ENSG00000262061.1";"processed_transcript"
"2007612";"ENSG00000262294.1";"antisense"
"2007616";"ENSG00000262558.1";"antisense"
"2007620";"ENSG00000241525.3";"antisense"
"2007628";"ENSG00000187624.7";"protein_coding"
"2007663";"ENSG00000183688.4";"protein_coding"
"2007671";"ENSG00000263015.1";"antisense"
"2007676";"ENSG00000141252.15";"protein_coding"
"2008072";"ENSG00000263300.1";"antisense"
"2008076";"ENSG00000262905.1";"antisense"
"2008080";"ENSG00000262708.1";"pseudogene"
"2008083";"ENSG00000244097.1";"pseudogene"
"2008086";"ENSG00000167695.10";"protein_coding"
"2008160";"ENSG00000179409.6";"protein_coding"
"2008222";"ENSG00000231784.4";"pseudogene"
"2008233";"ENSG00000167699.9";"protein_coding"
"2008483";"ENSG00000196737.2";"pseudogene"
"2008487";"ENSG00000262228.1";"lincRNA"
"2008490";"ENSG00000171861.6";"protein_coding"
"2008527";"ENSG00000262434.1";"antisense"
"2008531";"ENSG00000167693.12";"protein_coding"
"2008654";"ENSG00000262133.1";"antisense"
"2008658";"ENSG00000262003.1";"protein_coding"
"2008668";"ENSG00000263017.1";"pseudogene"
"2008671";"ENSG00000265403.1";"miRNA"
"2008674";"ENSG00000177370.4";"protein_coding"
"2008688";"ENSG00000159842.10";"protein_coding"
"2009190";"ENSG00000264429.1";"miRNA"
"2009193";"ENSG00000235361.1";"antisense"
"2009198";"ENSG00000262213.1";"lincRNA"
"2009202";"ENSG00000205899.3";"protein_coding"
"2009210";"ENSG00000184811.3";"protein_coding"
"2009222";"ENSG00000108953.12";"protein_coding"
"2009334";"ENSG00000167193.7";"protein_coding"
"2009372";"ENSG00000262777.1";"antisense"
"2009379";"ENSG00000197879.10";"protein_coding"
"2009859";"ENSG00000132376.15";"protein_coding"
"2010188";"ENSG00000236618.2";"antisense"
"2010192";"ENSG00000174238.10";"protein_coding"
"2010404";"ENSG00000167703.10";"protein_coding"
"2010623";"ENSG00000243704.2";"misc_RNA"
"2010626";"ENSG00000238946.1";"snoRNA"
"2010629";"ENSG00000074660.11";"protein_coding"
"2010786";"ENSG00000167705.7";"protein_coding"
"2010829";"ENSG00000174231.12";"protein_coding"
"2011115";"ENSG00000185561.8";"protein_coding"
"2011129";"ENSG00000186594.8";"lincRNA"
"2011218";"ENSG00000167716.14";"protein_coding"
"2011435";"ENSG00000262791.1";"antisense"
"2011439";"ENSG00000167711.9";"protein_coding"
"2011551";"ENSG00000132386.6";"protein_coding"
"2011679";"ENSG00000186532.7";"protein_coding"
"2011769";"ENSG00000132383.7";"protein_coding"
"2011876";"ENSG00000265504.1";"miRNA"
"2011879";"ENSG00000108958.4";"pseudogene"
"2011882";"ENSG00000185924.6";"protein_coding"
"2011892";"ENSG00000262445.3";"antisense"
"2011897";"ENSG00000228133.2";"antisense"
"2011904";"ENSG00000262869.1";"sense_intronic"
"2011908";"ENSG00000108963.13";"protein_coding"
"2012122";"ENSG00000262664.1";"protein_coding"
"2012132";"ENSG00000262533.1";"antisense"
"2012136";"ENSG00000263050.1";"lincRNA"
"2012140";"ENSG00000267200.1";"miRNA"
"2012143";"ENSG00000267195.1";"miRNA"
"2012146";"ENSG00000177374.8";"protein_coding"
"2012194";"ENSG00000070366.9";"protein_coding"
"2012488";"ENSG00000262810.1";"antisense"
"2012492";"ENSG00000262402.1";"pseudogene"
"2012495";"ENSG00000265777.1";"misc_RNA"
"2012498";"ENSG00000236838.2";"antisense"
"2012502";"ENSG00000236457.1";"sense_intronic"
"2012506";"ENSG00000225084.1";"antisense"
"2012510";"ENSG00000167720.8";"protein_coding"
"2012609";"ENSG00000262333.1";"pseudogene"
"2012612";"ENSG00000167721.6";"protein_coding"
"2012692";"ENSG00000212552.2";"sense_intronic"
"2012697";"ENSG00000212163.2";"sense_intronic"
"2012702";"ENSG00000141258.8";"protein_coding"
"2012947";"ENSG00000263345.1";"antisense"
"2012956";"ENSG00000070444.10";"protein_coding"
"2013007";"ENSG00000262456.1";"antisense"
"2013011";"ENSG00000127804.8";"protein_coding"
"2013151";"ENSG00000205821.4";"protein_coding"
"2013163";"ENSG00000243049.2";"misc_RNA"
"2013166";"ENSG00000262953.1";"pseudogene"
"2013170";"ENSG00000007168.8";"protein_coding"
"2013300";"ENSG00000262480.2";"pseudogene"
"2013303";"ENSG00000239024.1";"snoRNA"
"2013306";"ENSG00000239884.2";"misc_RNA"
"2013309";"ENSG00000272770.1";"antisense"
"2013313";"ENSG00000272911.1";"lincRNA"
"2013317";"ENSG00000132361.12";"protein_coding"
"2013660";"ENSG00000262050.1";"antisense"
"2013664";"ENSG00000261963.2";"pseudogene"
"2013670";"ENSG00000272920.1";"lincRNA"
"2013673";"ENSG00000221200.1";"miRNA"
"2013676";"ENSG00000265566.1";"misc_RNA"
"2013679";"ENSG00000132359.9";"protein_coding"
"2013917";"ENSG00000262884.1";"antisense"
"2013922";"ENSG00000262628.1";"protein_coding"
"2013929";"ENSG00000184166.1";"protein_coding"
"2013936";"ENSG00000142163.6";"pseudogene"
"2013942";"ENSG00000183024.3";"protein_coding"
"2013950";"ENSG00000261848.1";"lincRNA"
"2013960";"ENSG00000262085.2";"pseudogene"
"2013963";"ENSG00000172150.4";"protein_coding"
"2013970";"ENSG00000172146.1";"protein_coding"
"2013977";"ENSG00000255095.1";"pseudogene"
"2013982";"ENSG00000262106.1";"pseudogene"
"2013985";"ENSG00000221882.2";"protein_coding"
"2013993";"ENSG00000262670.1";"sense_overlapping"
"2014008";"ENSG00000180090.3";"protein_coding"
"2014015";"ENSG00000180068.7";"pseudogene"
"2014020";"ENSG00000272546.1";"pseudogene"
"2014023";"ENSG00000267129.1";"pseudogene"
"2014026";"ENSG00000180042.3";"pseudogene"
"2014033";"ENSG00000180016.2";"protein_coding"
"2014040";"ENSG00000159961.1";"protein_coding"
"2014047";"ENSG00000127780.3";"protein_coding"
"2014054";"ENSG00000141255.8";"protein_coding"
"2014301";"ENSG00000108381.6";"protein_coding"
"2014360";"ENSG00000167723.10";"protein_coding"
"2014626";"ENSG00000262304.1";"protein_coding"
"2014699";"ENSG00000196689.6";"protein_coding"
"2014967";"ENSG00000263338.1";"sense_intronic"
"2014971";"ENSG00000261916.1";"sense_intronic"
"2014974";"ENSG00000197417.7";"protein_coding"
"2014994";"ENSG00000262248.1";"pseudogene"
"2014998";"ENSG00000040531.10";"protein_coding"
"2015204";"ENSG00000262903.1";"antisense"
"2015209";"ENSG00000213977.3";"protein_coding"
"2015223";"ENSG00000257950.3";"protein_coding"
"2015259";"ENSG00000240898.1";"pseudogene"
"2015262";"ENSG00000127774.6";"protein_coding"
"2015281";"ENSG00000083454.17";"protein_coding"
"2015523";"ENSG00000083457.7";"protein_coding"
"2015643";"ENSG00000262692.1";"antisense"
"2015647";"ENSG00000177602.4";"protein_coding"
"2015655";"ENSG00000262358.1";"antisense"
"2015659";"ENSG00000262194.1";"lincRNA"
"2015663";"ENSG00000262758.1";"lincRNA"
"2015666";"ENSG00000074356.12";"protein_coding"
"2015778";"ENSG00000004660.10";"protein_coding"
"2015938";"ENSG00000108405.3";"protein_coding"
"2015994";"ENSG00000074370.13";"protein_coding"
"2016397";"ENSG00000263312.1";"lincRNA"
"2016401";"ENSG00000074755.10";"protein_coding"
"2016665";"ENSG00000252456.1";"rRNA"
"2016668";"ENSG00000238807.1";"snoRNA"
"2016671";"ENSG00000167740.5";"protein_coding"
"2016729";"ENSG00000185722.12";"protein_coding"
"2017024";"ENSG00000263165.1";"antisense"
"2017028";"ENSG00000251812.1";"misc_RNA"
"2017031";"ENSG00000207390.1";"misc_RNA"
"2017034";"ENSG00000263219.1";"pseudogene"
"2017037";"ENSG00000132388.8";"protein_coding"
"2017129";"ENSG00000261868.1";"pseudogene"
"2017132";"ENSG00000263882.1";"misc_RNA"
"2017135";"ENSG00000182557.3";"protein_coding"
"2017239";"ENSG00000262823.1";"antisense"
"2017249";"ENSG00000229782.1";"antisense"
"2017253";"ENSG00000183018.4";"protein_coding"
"2017324";"ENSG00000132382.10";"protein_coding"
"2017565";"ENSG00000167741.6";"protein_coding"
"2017628";"ENSG00000262921.1";"lincRNA"
"2017632";"ENSG00000262519.1";"pseudogene"
"2017635";"ENSG00000188176.7";"protein_coding"
"2017690";"ENSG00000261863.1";"lincRNA"
"2017694";"ENSG00000222429.1";"snRNA"
"2017697";"ENSG00000161905.8";"protein_coding"
"2017861";"ENSG00000141456.10";"protein_coding"
"2018197";"ENSG00000235085.2";"antisense"
"2018202";"ENSG00000244184.1";"antisense"
"2018206";"ENSG00000213939.4";"pseudogene"
"2018209";"ENSG00000141480.13";"protein_coding"
"2018599";"ENSG00000161920.5";"protein_coding"
"2018631";"ENSG00000261898.2";"antisense"
"2018635";"ENSG00000161921.10";"protein_coding"
"2018686";"ENSG00000141497.9";"protein_coding"
"2018825";"ENSG00000142484.5";"protein_coding"
"2018846";"ENSG00000182853.7";"protein_coding"
"2018889";"ENSG00000182327.7";"protein_coding"
"2018903";"ENSG00000142507.5";"protein_coding"
"2018942";"ENSG00000262165.1";"lincRNA"
"2018946";"ENSG00000129219.9";"protein_coding"
"2019190";"ENSG00000141503.11";"protein_coding"
"2019605";"ENSG00000230201.4";"pseudogene"
"2019610";"ENSG00000263599.1";"misc_RNA"
"2019613";"ENSG00000264113.1";"misc_RNA"
"2019616";"ENSG00000108556.7";"protein_coding"
"2019661";"ENSG00000205710.3";"protein_coding"
"2019682";"ENSG00000185245.6";"protein_coding"
"2019692";"ENSG00000108528.9";"protein_coding"
"2019762";"ENSG00000108523.11";"protein_coding"
"2019985";"ENSG00000108518.7";"protein_coding"
"2020015";"ENSG00000108515.13";"protein_coding"
"2020253";"ENSG00000091640.3";"protein_coding"
"2020338";"ENSG00000108509.16";"protein_coding"
"2020755";"ENSG00000262429.1";"antisense"
"2020759";"ENSG00000234203.1";"antisense"
"2020763";"ENSG00000262678.1";"antisense"
"2020767";"ENSG00000203562.2";"pseudogene"
"2020771";"ENSG00000262227.1";"antisense"
"2020775";"ENSG00000196388.4";"protein_coding"
"2020881";"ENSG00000129250.7";"protein_coding"
"2020960";"ENSG00000227495.1";"antisense"
"2020964";"ENSG00000132517.10";"protein_coding"
"2021018";"ENSG00000262495.1";"pseudogene"
"2021024";"ENSG00000262693.1";"antisense"
"2021028";"ENSG00000180787.5";"protein_coding"
"2021038";"ENSG00000167840.9";"protein_coding"
"2021137";"ENSG00000234327.3";"processed_transcript"
"2021149";"ENSG00000129204.12";"protein_coding"
"2021586";"ENSG00000262855.1";"pseudogene"
"2021589";"ENSG00000180626.9";"protein_coding"
"2021613";"ENSG00000261879.1";"antisense"
"2021630";"ENSG00000161929.10";"protein_coding"
"2021691";"ENSG00000263164.1";"lincRNA"
"2021696";"ENSG00000029725.12";"protein_coding"
"2021945";"ENSG00000108559.7";"protein_coding"
"2022108";"ENSG00000263220.1";"antisense"
"2022112";"ENSG00000129197.10";"protein_coding"
"2022318";"ENSG00000263272.1";"antisense"
"2022322";"ENSG00000108561.4";"protein_coding"
"2022390";"ENSG00000005100.8";"protein_coding"
"2022501";"ENSG00000262099.1";"lincRNA"
"2022506";"ENSG00000072849.6";"protein_coding"
"2022664";"ENSG00000167842.11";"protein_coding"
"2022706";"ENSG00000091592.11";"protein_coding"
"2023040";"ENSG00000253071.1";"snRNA"
"2023043";"ENSG00000262961.1";"pseudogene"
"2023046";"ENSG00000179314.9";"protein_coding"
"2023234";"ENSG00000262231.1";"processed_transcript"
"2023241";"ENSG00000206618.1";"snRNA"
"2023244";"ENSG00000262609.1";"pseudogene"
"2023248";"ENSG00000129221.10";"protein_coding"
"2023412";"ENSG00000262818.1";"pseudogene"
"2023416";"ENSG00000129195.11";"protein_coding"
"2023546";"ENSG00000091622.11";"protein_coding"
"2023671";"ENSG00000198920.5";"protein_coding"
"2023947";"ENSG00000200914.1";"rRNA"
"2023950";"ENSG00000129235.6";"protein_coding"
"2024026";"ENSG00000108590.6";"protein_coding"
"2024067";"ENSG00000212734.4";"protein_coding"
"2024075";"ENSG00000256806.1";"pseudogene"
"2024079";"ENSG00000261996.1";"antisense"
"2024083";"ENSG00000264468.1";"miRNA"
"2024086";"ENSG00000141485.11";"protein_coding"
"2024280";"ENSG00000262990.1";"pseudogene"
"2024283";"ENSG00000244283.1";"pseudogene"
"2024286";"ENSG00000132530.12";"protein_coding"
"2024538";"ENSG00000177294.6";"protein_coding"
"2024572";"ENSG00000167858.8";"protein_coding"
"2024653";"ENSG00000262943.3";"pseudogene"
"2024740";"ENSG00000215067.5";"protein_coding"
"2024848";"ENSG00000262503.1";"pseudogene"
"2024851";"ENSG00000263316.1";"antisense"
"2024858";"ENSG00000267047.1";"antisense"
"2024864";"ENSG00000262089.1";"lincRNA"
"2024868";"ENSG00000108839.7";"protein_coding"
"2024917";"ENSG00000219200.6";"protein_coding"
"2025006";"ENSG00000269871.1";"protein_coding"
"2025015";"ENSG00000161939.14";"protein_coding"
"2025054";"ENSG00000258315.1";"protein_coding"
"2025158";"ENSG00000267532.2";"antisense"
"2025169";"ENSG00000161940.6";"protein_coding"
"2025228";"ENSG00000174327.6";"protein_coding"
"2025244";"ENSG00000174326.7";"protein_coding"
"2025285";"ENSG00000262067.1";"pseudogene"
"2025288";"ENSG00000132514.9";"protein_coding"
"2025391";"ENSG00000161944.12";"protein_coding"
"2025511";"ENSG00000213876.4";"pseudogene"
"2025514";"ENSG00000141505.7";"protein_coding"
"2025636";"ENSG00000132535.14";"protein_coding"
"2025873";"ENSG00000072778.15";"protein_coding"
"2026336";"ENSG00000199053.1";"miRNA"
"2026339";"ENSG00000004975.7";"protein_coding"
"2026517";"ENSG00000040633.8";"protein_coding"
"2026651";"ENSG00000170296.5";"protein_coding"
"2026724";"ENSG00000262526.2";"protein_coding"
"2026736";"ENSG00000175826.7";"protein_coding"
"2026938";"ENSG00000262302.1";"protein_coding"
"2026952";"ENSG00000170291.10";"protein_coding"
"2027194";"ENSG00000181885.14";"protein_coding"
"2027279";"ENSG00000202251.1";"misc_RNA"
"2027282";"ENSG00000181856.10";"protein_coding"
"2027412";"ENSG00000263342.1";"antisense"
"2027416";"ENSG00000006047.8";"protein_coding"
"2027483";"ENSG00000132507.13";"protein_coding"
"2027641";"ENSG00000132522.11";"protein_coding"
"2027854";"ENSG00000261915.2";"protein_coding"
"2027937";"ENSG00000215041.5";"protein_coding"
"2028314";"ENSG00000224647.2";"pseudogene"
"2028323";"ENSG00000072818.7";"protein_coding"
"2028472";"ENSG00000213859.3";"protein_coding"
"2028482";"ENSG00000263171.1";"antisense"
"2028486";"ENSG00000182896.8";"protein_coding"
"2028544";"ENSG00000174292.8";"protein_coding"
"2028681";"ENSG00000187838.12";"protein_coding"
"2028877";"ENSG00000262481.1";"protein_coding"
"2028962";"ENSG00000205544.3";"protein_coding"
"2028988";"ENSG00000169992.5";"protein_coding"
"2029041";"ENSG00000262880.1";"processed_transcript"
"2029049";"ENSG00000181323.7";"protein_coding"
"2029061";"ENSG00000184560.3";"protein_coding"
"2029084";"ENSG00000181284.2";"protein_coding"
"2029105";"ENSG00000262624.1";"antisense"
"2029109";"ENSG00000161958.6";"protein_coding"
"2029187";"ENSG00000263301.1";"antisense"
"2029191";"ENSG00000272884.1";"processed_transcript"
"2029196";"ENSG00000170175.6";"protein_coding"
"2029325";"ENSG00000174282.7";"protein_coding"
"2029352";"ENSG00000259224.1";"protein_coding"
"2029362";"ENSG00000181222.10";"protein_coding"
"2029476";"ENSG00000201489.1";"misc_RNA"
"2029479";"ENSG00000239697.6";"protein_coding"
"2029560";"ENSG00000248871.1";"protein_coding"
"2029588";"ENSG00000161955.12";"protein_coding"
"2029715";"ENSG00000161956.8";"protein_coding"
"2029848";"ENSG00000265500.1";"processed_transcript"
"2029871";"ENSG00000161960.10";"protein_coding"
"2030301";"ENSG00000264772.2";"processed_transcript"
"2030317";"ENSG00000209582.1";"snoRNA"
"2030320";"ENSG00000238917.1";"snoRNA"
"2030323";"ENSG00000129226.9";"protein_coding"
"2030376";"ENSG00000233223.2";"antisense"
"2030389";"ENSG00000129255.10";"protein_coding"
"2030724";"ENSG00000129194.3";"protein_coding"
"2030752";"ENSG00000129245.7";"protein_coding"
"2030825";"ENSG00000251860.1";"snoRNA"
"2030828";"ENSG00000268503.1";"protein_coding"
"2030836";"ENSG00000129214.10";"protein_coding"
"2031163";"ENSG00000141504.7";"protein_coding"
"2031274";"ENSG00000129244.4";"protein_coding"
"2031324";"ENSG00000141510.11";"protein_coding"
"2031590";"ENSG00000262251.1";"sense_intronic"
"2031593";"ENSG00000141499.12";"protein_coding"
"2031779";"ENSG00000108947.4";"protein_coding"
"2031795";"ENSG00000183914.10";"protein_coding"
"2032309";"ENSG00000240480.1";"pseudogene"
"2032314";"ENSG00000132510.6";"protein_coding"
"2032447";"ENSG00000167874.6";"protein_coding"
"2032466";"ENSG00000183011.9";"protein_coding"
"2032549";"ENSG00000182224.7";"protein_coding"
"2032601";"ENSG00000170004.12";"protein_coding"
"2032996";"ENSG00000252835.1";"snoRNA"
"2032999";"ENSG00000179859.7";"antisense"
"2033003";"ENSG00000170049.5";"protein_coding"
"2033097";"ENSG00000262730.1";"protein_coding"
"2033113";"ENSG00000170043.7";"protein_coding"
"2033187";"ENSG00000170037.9";"protein_coding"
"2033497";"ENSG00000262492.1";"pseudogene"
"2033501";"ENSG00000132518.6";"protein_coding"
"2033550";"ENSG00000238676.1";"snoRNA"
"2033553";"ENSG00000179593.11";"protein_coding"
"2033693";"ENSG00000263427.1";"lincRNA"
"2033697";"ENSG00000179477.5";"protein_coding"
"2033750";"ENSG00000214999.3";"protein_coding"
"2033760";"ENSG00000264005.1";"miRNA"
"2033763";"ENSG00000179148.5";"protein_coding"
"2033876";"ENSG00000179111.4";"protein_coding"
