"";"gene_id";"gene_type"
"28012";"ENSG00000179051.9";"protein_coding"
"28076";"ENSG00000266727.1";"miRNA"
"28079";"ENSG00000239020.1";"snoRNA"
"28082";"ENSG00000074964.12";"protein_coding"
"28502";"ENSG00000236648.1";"lincRNA"
"28508";"ENSG00000117148.6";"protein_coding"
"28520";"ENSG00000261781.1";"lincRNA"
"28525";"ENSG00000117154.7";"protein_coding"
"28574";"ENSG00000230035.2";"antisense"
"28580";"ENSG00000225387.1";"lincRNA"
"28584";"ENSG00000179023.7";"protein_coding"
"28592";"ENSG00000235282.2";"pseudogene"
"28597";"ENSG00000225478.2";"pseudogene"
"28600";"ENSG00000009709.7";"protein_coding"
"28666";"ENSG00000179002.5";"protein_coding"
"28684";"ENSG00000255275.3";"protein_coding"
"28742";"ENSG00000159423.12";"protein_coding"
"28903";"ENSG00000265606.1";"miRNA"
"28906";"ENSG00000221662.1";"miRNA"
"28909";"ENSG00000169991.6";"protein_coding"
"28961";"ENSG00000272084.1";"3prime_overlapping_ncrna"
"28964";"ENSG00000127481.10";"protein_coding"
"30188";"ENSG00000266098.1";"miRNA"
"30191";"ENSG00000230424.1";"antisense"
"30195";"ENSG00000127463.9";"protein_coding"
"30420";"ENSG00000053372.4";"protein_coding"
"30450";"ENSG00000211454.9";"polymorphic_pseudogene"
"30501";"ENSG00000162482.4";"protein_coding"
"30521";"ENSG00000270728.1";"pseudogene"
"30525";"ENSG00000053371.8";"protein_coding"
"30590";"ENSG00000200403.1";"snRNA"
"30593";"ENSG00000040487.8";"protein_coding"
"30714";"ENSG00000265192.1";"misc_RNA"
"30717";"ENSG00000077549.13";"protein_coding"
"30902";"ENSG00000240490.2";"misc_RNA"
"30905";"ENSG00000201609.1";"snRNA"
"30908";"ENSG00000239027.1";"snoRNA"
"30911";"ENSG00000235185.1";"antisense"
"30915";"ENSG00000270136.1";"protein_coding"
"30986";"ENSG00000173436.9";"protein_coding"
"31040";"ENSG00000226396.1";"pseudogene"
"31043";"ENSG00000158747.9";"protein_coding"
"31147";"ENSG00000158748.3";"protein_coding"
"31159";"ENSG00000162542.9";"protein_coding"
"31307";"ENSG00000178828.5";"protein_coding"
"31315";"ENSG00000235434.1";"antisense"
"31319";"ENSG00000169914.5";"protein_coding"
"31348";"ENSG00000188784.4";"protein_coding"
"31362";"ENSG00000242688.2";"misc_RNA"
"31365";"ENSG00000188257.6";"protein_coding"
"31425";"ENSG00000127472.6";"protein_coding"
"31499";"ENSG00000117215.10";"protein_coding"
"31513";"ENSG00000158786.4";"protein_coding"
"31532";"ENSG00000227066.1";"lincRNA"
"31539";"ENSG00000187980.6";"protein_coding"
"31566";"ENSG00000225986.1";"antisense"
"31570";"ENSG00000162543.5";"protein_coding"
"31580";"ENSG00000228105.1";"lincRNA"
"31584";"ENSG00000158816.11";"protein_coding"
"31901";"ENSG00000226664.1";"antisense"
"31905";"ENSG00000236963.1";"lincRNA"
"31931";"ENSG00000226487.1";"lincRNA"
"31936";"ENSG00000162545.5";"protein_coding"
"31949";"ENSG00000090432.5";"protein_coding"
"31963";"ENSG00000215520.3";"pseudogene"
"31966";"ENSG00000183114.6";"protein_coding"
"31974";"ENSG00000158825.5";"protein_coding"
"31992";"ENSG00000158828.5";"protein_coding"
"32025";"ENSG00000117242.7";"antisense"
"32030";"ENSG00000257033.1";"pseudogene"
"32034";"ENSG00000244038.5";"protein_coding"
"32131";"ENSG00000117245.8";"protein_coding"
"32274";"ENSG00000235432.1";"pseudogene"
"32280";"ENSG00000189410.7";"protein_coding"
"32390";"ENSG00000233069.1";"antisense"
"32394";"ENSG00000127483.13";"protein_coding"
"32584";"ENSG00000203394.2";"antisense"
"32588";"ENSG00000075151.15";"protein_coding"
"33198";"ENSG00000251914.1";"snRNA"
"33201";"ENSG00000221808.1";"miRNA"
"33204";"ENSG00000233072.1";"pseudogene"
"33207";"ENSG00000236073.2";"pseudogene"
"33210";"ENSG00000235112.1";"pseudogene"
"33214";"ENSG00000266867.1";"miRNA"
"33217";"ENSG00000117298.10";"protein_coding"
"33491";"ENSG00000236936.1";"antisense"
"33496";"ENSG00000231105.1";"antisense"
"33501";"ENSG00000236216.4";"pseudogene"
"33506";"ENSG00000228823.1";"pseudogene"
"33510";"ENSG00000236009.1";"lincRNA"
"33519";"ENSG00000227001.2";"pseudogene"
"33532";"ENSG00000187952.8";"pseudogene"
"33537";"ENSG00000186543.7";"pseudogene"
"33544";"ENSG00000142794.14";"protein_coding"
"33769";"ENSG00000176378.8";"pseudogene"
"33772";"ENSG00000162551.9";"protein_coding"
"33941";"ENSG00000233431.1";"antisense"
"33945";"ENSG00000221781.1";"miRNA"
"33948";"ENSG00000076864.15";"protein_coding"
"34427";"ENSG00000090686.11";"protein_coding"
"34744";"ENSG00000231978.2";"pseudogene"
"34747";"ENSG00000187942.7";"protein_coding"
"34783";"ENSG00000142798.12";"protein_coding"
"35132";"ENSG00000232037.2";"pseudogene"
"35137";"ENSG00000219073.3";"protein_coding"
"35192";"ENSG00000264385.1";"misc_RNA"
"35195";"ENSG00000263991.1";"misc_RNA"
"35198";"ENSG00000201919.1";"snRNA"
"35201";"ENSG00000142789.15";"protein_coding"
"35247";"ENSG00000263582.1";"misc_RNA"
"35250";"ENSG00000263929.1";"misc_RNA"
"35253";"ENSG00000201273.1";"snRNA"
"35256";"ENSG00000228397.1";"lincRNA"
"35260";"ENSG00000218510.3";"lincRNA"
"35279";"ENSG00000070831.11";"protein_coding"
"35373";"ENSG00000230068.2";"sense_intronic"
"35377";"ENSG00000271428.1";"pseudogene"
"35380";"ENSG00000271840.1";"lincRNA"
"35383";"ENSG00000162552.10";"protein_coding"
"35430";"ENSG00000266564.1";"miRNA"
"35433";"ENSG00000234397.3";"pseudogene"
"35436";"ENSG00000184677.12";"protein_coding"
"35575";"ENSG00000237200.1";"sense_intronic"
"35579";"ENSG00000070886.6";"protein_coding"
"35650";"ENSG00000173372.12";"protein_coding"
"35680";"ENSG00000159189.7";"protein_coding"
"35714";"ENSG00000173369.11";"protein_coding"
"35757";"ENSG00000133216.12";"protein_coding"
"35936";"ENSG00000265422.1";"miRNA"
"35939";"ENSG00000216157.2";"miRNA"
"35942";"ENSG00000225952.1";"antisense"
"35946";"ENSG00000264014.1";"miRNA"
"35949";"ENSG00000272796.1";"lincRNA"
"35952";"ENSG00000215906.4";"protein_coding"
"35969";"ENSG00000227868.2";"protein_coding"
"35989";"ENSG00000004487.11";"protein_coding"
"36157";"ENSG00000240553.1";"antisense"
"36161";"ENSG00000263793.1";"miRNA"
"36164";"ENSG00000266802.1";"miRNA"
"36167";"ENSG00000169641.9";"protein_coding"
"36240";"ENSG00000229010.1";"pseudogene"
"36243";"ENSG00000206935.1";"snRNA"
"36246";"ENSG00000252578.1";"snRNA"
"36249";"ENSG00000179546.3";"protein_coding"
"36266";"ENSG00000215381.3";"pseudogene"
"36269";"ENSG00000261326.2";"lincRNA"
"36275";"ENSG00000125944.14";"protein_coding"
"36483";"ENSG00000125945.10";"protein_coding"
"36508";"ENSG00000249087.3";"protein_coding"
"36556";"ENSG00000201405.1";"misc_RNA"
"36559";"ENSG00000271420.1";"lincRNA"
"36562";"ENSG00000204219.5";"protein_coding"
"36639";"ENSG00000232482.2";"pseudogene"
"36644";"ENSG00000088280.14";"protein_coding"
"36918";"ENSG00000007968.6";"protein_coding"
"36941";"ENSG00000235052.1";"lincRNA"
"36945";"ENSG00000117318.8";"protein_coding"
"36963";"ENSG00000197880.4";"protein_coding"
"36991";"ENSG00000229239.2";"pseudogene"
"37000";"ENSG00000142676.8";"protein_coding"
"37047";"ENSG00000203589.2";"pseudogene"
"37050";"ENSG00000244609.2";"misc_RNA"
"37053";"ENSG00000011007.8";"protein_coding"
"37113";"ENSG00000236810.1";"antisense"
"37123";"ENSG00000057757.5";"protein_coding"
"37163";"ENSG00000011009.6";"protein_coding"
"37352";"ENSG00000117308.10";"protein_coding"
"37521";"ENSG00000117305.10";"protein_coding"
"37653";"ENSG00000179163.11";"protein_coding"
"37675";"ENSG00000188822.6";"protein_coding"
"37696";"ENSG00000264347.1";"misc_RNA"
"37699";"ENSG00000238538.1";"snoRNA"
"37702";"ENSG00000229106.1";"pseudogene"
"37705";"ENSG00000232557.3";"antisense"
"37709";"ENSG00000264926.1";"miRNA"
"37712";"ENSG00000230228.2";"pseudogene"
"37715";"ENSG00000189266.7";"protein_coding"
"37755";"ENSG00000188529.10";"protein_coding"
"37934";"ENSG00000215905.4";"pseudogene"
"37938";"ENSG00000225315.2";"antisense"
"37944";"ENSG00000142661.14";"protein_coding"
"38211";"ENSG00000230703.1";"antisense"
"38216";"ENSG00000142677.3";"protein_coding"
"38236";"ENSG00000185436.7";"protein_coding"
"38320";"ENSG00000230023.2";"lincRNA"
"38325";"ENSG00000221032.3";"miRNA"
"38328";"ENSG00000266511.1";"miRNA"
"38331";"ENSG00000232298.2";"antisense"
"38338";"ENSG00000158055.11";"protein_coding"
"38582";"ENSG00000001460.13";"protein_coding"
"38725";"ENSG00000001461.12";"protein_coding"
"38874";"ENSG00000117602.7";"protein_coding"
"38951";"ENSG00000266551.1";"misc_RNA"
"38954";"ENSG00000264443.1";"lincRNA"
"38959";"ENSG00000184454.6";"protein_coding"
"38978";"ENSG00000227312.2";"pseudogene"
"38981";"ENSG00000239106.1";"misc_RNA"
"38984";"ENSG00000133226.12";"protein_coding"
"39298";"ENSG00000238986.1";"snoRNA"
"39301";"ENSG00000169504.10";"protein_coding"
"39348";"ENSG00000238482.1";"snRNA"
"39351";"ENSG00000020633.14";"protein_coding"
"39428";"ENSG00000229162.1";"antisense"
"39433";"ENSG00000261025.1";"lincRNA"
"39436";"ENSG00000264371.1";"miRNA"
"39439";"ENSG00000233755.1";"lincRNA"
"39447";"ENSG00000233419.2";"pseudogene"
"39452";"ENSG00000231953.1";"antisense"
"39456";"ENSG00000117614.5";"protein_coding"
"39499";"ENSG00000117616.13";"protein_coding"
"39676";"ENSG00000272432.1";"lincRNA"
"39679";"ENSG00000261349.1";"pseudogene"
"39683";"ENSG00000187010.14";"protein_coding"
"39852";"ENSG00000224183.1";"pseudogene"
"39855";"ENSG00000259984.1";"pseudogene"
"39859";"ENSG00000183726.6";"protein_coding"
"39909";"ENSG00000252515.1";"snRNA"
"39912";"ENSG00000238889.1";"snoRNA"
"39915";"ENSG00000188672.12";"protein_coding"
"40178";"ENSG00000238084.3";"pseudogene"
"40183";"ENSG00000266468.1";"miRNA"
"40186";"ENSG00000204178.5";"protein_coding"
"40258";"ENSG00000157978.7";"protein_coding"
"40310";"ENSG00000225643.1";"lincRNA"
"40314";"ENSG00000117643.10";"protein_coding"
"40422";"ENSG00000233478.1";"antisense"
"40426";"ENSG00000162430.12";"protein_coding"
"40527";"ENSG00000255054.3";"protein_coding"
"40543";"ENSG00000228172.1";"antisense"
"40554";"ENSG00000117640.13";"protein_coding"
"40885";"ENSG00000223474.2";"protein_coding"
"40893";"ENSG00000272478.1";"antisense"
"40896";"ENSG00000127423.6";"protein_coding"
"40924";"ENSG00000236528.1";"antisense"
"40928";"ENSG00000182749.5";"protein_coding"
"40938";"ENSG00000207302.1";"misc_RNA"
"40941";"ENSG00000117632.16";"protein_coding"
"41039";"ENSG00000229786.1";"pseudogene"
"41042";"ENSG00000223624.1";"pseudogene"
"41045";"ENSG00000264021.1";"miRNA"
"41048";"ENSG00000266763.1";"miRNA"
"41051";"ENSG00000158006.9";"protein_coding"
"41152";"ENSG00000207237.1";"snRNA"
"41155";"ENSG00000252190.1";"snoRNA"
"41158";"ENSG00000252691.1";"snoRNA"
"41161";"ENSG00000158008.5";"protein_coding"
"41205";"ENSG00000158014.10";"protein_coding"
"41250";"ENSG00000158022.6";"protein_coding"
"41278";"ENSG00000265320.1";"miRNA"
"41281";"ENSG00000175087.5";"protein_coding"
"41315";"ENSG00000197245.4";"protein_coding"
"41325";"ENSG00000142684.7";"protein_coding"
"41346";"ENSG00000236782.1";"antisense"
"41366";"ENSG00000142675.13";"protein_coding"
"41677";"ENSG00000188782.3";"protein_coding"
"41748";"ENSG00000236155.2";"pseudogene"
"41772";"ENSG00000130695.9";"protein_coding"
"41913";"ENSG00000270733.1";"pseudogene"
"41916";"ENSG00000142669.9";"protein_coding"
"41937";"ENSG00000158062.16";"protein_coding"
"42337";"ENSG00000169442.4";"protein_coding"
"42354";"ENSG00000176092.9";"protein_coding"
"42515";"ENSG00000225854.2";"pseudogene"
"42518";"ENSG00000265143.1";"misc_RNA"
"42521";"ENSG00000176083.13";"protein_coding"
"42660";"ENSG00000131914.6";"protein_coding"
"42689";"ENSG00000117682.12";"protein_coding"
"43001";"ENSG00000223583.1";"pseudogene"
"43004";"ENSG00000225891.1";"antisense"
"43010";"ENSG00000198830.6";"protein_coding"
"43073";"ENSG00000224129.1";"pseudogene"
"43076";"ENSG00000117676.9";"protein_coding"
"43552";"ENSG00000238705.1";"miRNA"
"43555";"ENSG00000243905.2";"misc_RNA"
"43558";"ENSG00000252802.1";"misc_RNA"
"43561";"ENSG00000229247.2";"pseudogene"
"43564";"ENSG00000238316.1";"snoRNA"
"43567";"ENSG00000235069.2";"pseudogene"
"43570";"ENSG00000260063.1";"antisense"
"43573";"ENSG00000117713.13";"protein_coding"
"43782";"ENSG00000266138.1";"misc_RNA"
"43785";"ENSG00000060642.6";"protein_coding"
"43869";"ENSG00000241188.2";"misc_RNA"
"43872";"ENSG00000204160.7";"protein_coding"
"43950";"ENSG00000175793.10";"protein_coding"
"43958";"ENSG00000226698.1";"antisense"
"43962";"ENSG00000142751.10";"protein_coding"
"44013";"ENSG00000198746.8";"protein_coding"
"44051";"ENSG00000090273.9";"protein_coding"
"44108";"ENSG00000131910.4";"protein_coding"
"44118";"ENSG00000175707.7";"protein_coding"
"44132";"ENSG00000172746.6";"pseudogene"
"44136";"ENSG00000224064.1";"pseudogene"
"44139";"ENSG00000225294.1";"pseudogene"
"44142";"ENSG00000253368.3";"protein_coding"
"44159";"ENSG00000158246.7";"protein_coding"
"44169";"ENSG00000090020.6";"protein_coding"
"44272";"ENSG00000229985.2";"pseudogene"
"44275";"ENSG00000214973.3";"pseudogene"
"44278";"ENSG00000225159.1";"pseudogene"
"44281";"ENSG00000225990.2";"pseudogene"
"44284";"ENSG00000224311.1";"antisense"
"44289";"ENSG00000142784.11";"protein_coding"
"44421";"ENSG00000252098.1";"misc_RNA"
"44424";"ENSG00000243659.1";"pseudogene"
"44428";"ENSG00000186501.10";"protein_coding"
"44564";"ENSG00000206888.1";"snRNA"
"44567";"ENSG00000241547.1";"pseudogene"
"44570";"ENSG00000142765.13";"protein_coding"
"44689";"ENSG00000142733.10";"protein_coding"
"44943";"ENSG00000142748.8";"protein_coding"
"44991";"ENSG00000174950.6";"protein_coding"
"45035";"ENSG00000231207.1";"pseudogene"
"45039";"ENSG00000181773.6";"protein_coding"
"45049";"ENSG00000158195.6";"protein_coding"
"45094";"ENSG00000241169.1";"lincRNA"
"45098";"ENSG00000237429.1";"antisense"
"45102";"ENSG00000126705.9";"protein_coding"
"45152";"ENSG00000000938.8";"protein_coding"
"45331";"ENSG00000235912.1";"pseudogene"
"45334";"ENSG00000233975.1";"lincRNA"
"45338";"ENSG00000126709.10";"protein_coding"
"45384";"ENSG00000225886.1";"antisense"
"45388";"ENSG00000206767.1";"snRNA"
"45391";"ENSG00000226662.2";"pseudogene"
"45394";"ENSG00000207095.1";"snRNA"
"45397";"ENSG00000009780.11";"protein_coding"
"45541";"ENSG00000231344.1";"pseudogene"
"45544";"ENSG00000230833.1";"pseudogene"
"45547";"ENSG00000117758.9";"protein_coding"
"45600";"ENSG00000269971.1";"sense_intronic"
"45603";"ENSG00000270031.1";"sense_intronic"
"45606";"ENSG00000223062.1";"snRNA"
"45609";"ENSG00000117751.13";"protein_coding"
"45686";"ENSG00000252947.1";"snoRNA"
"45689";"ENSG00000268552.1";"protein_coding"
"45696";"ENSG00000130775.11";"protein_coding"
"45805";"ENSG00000117748.5";"protein_coding"
"45901";"ENSG00000130768.10";"protein_coding"
"46005";"ENSG00000227050.1";"antisense"
"46012";"ENSG00000158156.7";"protein_coding"
"46028";"ENSG00000158161.11";"protein_coding"
"46292";"ENSG00000238231.2";"pseudogene"
"46295";"ENSG00000240750.2";"misc_RNA"
"46298";"ENSG00000228589.2";"pseudogene"
"46303";"ENSG00000228943.1";"pseudogene"
"46307";"ENSG00000214812.3";"pseudogene"
"46311";"ENSG00000253005.1";"snRNA"
"46314";"ENSG00000252429.1";"snRNA"
"46317";"ENSG00000169403.7";"protein_coding"
"46347";"ENSG00000126698.6";"protein_coding"
"46409";"ENSG00000215902.1";"protein_coding"
"46415";"ENSG00000269804.1";"protein_coding"
"46423";"ENSG00000130770.13";"protein_coding"
"46466";"ENSG00000270605.1";"antisense"
"46469";"ENSG00000271398.1";"lincRNA"
"46472";"ENSG00000130766.4";"protein_coding"
"46498";"ENSG00000130772.9";"protein_coding"
"46534";"ENSG00000204138.8";"protein_coding"
"46624";"ENSG00000206779.1";"misc_RNA"
"46627";"ENSG00000229820.2";"pseudogene"
"46630";"ENSG00000221216.1";"snRNA"
"46633";"ENSG00000180198.11";"protein_coding"
"46875";"ENSG00000242125.2";"sense_intronic"
"46888";"ENSG00000200087.1";"snoRNA"
"46891";"ENSG00000238821.1";"snoRNA"
"46894";"ENSG00000231468.2";"pseudogene"
"46898";"ENSG00000180098.5";"protein_coding"
"46980";"ENSG00000197989.9";"antisense"
"47053";"ENSG00000221539.1";"snoRNA"
"47056";"ENSG00000120656.7";"protein_coding"
"47103";"ENSG00000188060.6";"protein_coding"
"47116";"ENSG00000229388.1";"lincRNA"
"47123";"ENSG00000270103.2";"lincRNA"
"47128";"ENSG00000162419.8";"protein_coding"
"47214";"ENSG00000252777.1";"snoRNA"
"47217";"ENSG00000198492.10";"protein_coding"
"47304";"ENSG00000116329.6";"protein_coding"
"47316";"ENSG00000226852.2";"lincRNA"
"47320";"ENSG00000233427.1";"antisense"
"47325";"ENSG00000199756.1";"misc_RNA"
"47328";"ENSG00000159023.14";"protein_coding"
"47690";"ENSG00000225616.2";"pseudogene"
"47693";"ENSG00000206704.1";"misc_RNA"
"47696";"ENSG00000253304.1";"protein_coding"
"47715";"ENSG00000225750.1";"lincRNA"
"47720";"ENSG00000116350.11";"protein_coding"
"47794";"ENSG00000227637.1";"antisense"
"47798";"ENSG00000116353.11";"protein_coding"
"47966";"ENSG00000237934.1";"antisense"
"47971";"ENSG00000060656.15";"protein_coding"
"48415";"ENSG00000221550.1";"miRNA"
"48418";"ENSG00000230523.1";"lincRNA"
"48423";"ENSG00000266678.1";"miRNA"
"48426";"ENSG00000225011.4";"pseudogene"
"48430";"ENSG00000221126.1";"miRNA"
"48433";"ENSG00000228176.1";"lincRNA"
"48437";"ENSG00000222787.1";"miRNA"
"48440";"ENSG00000270927.1";"pseudogene"
"48443";"ENSG00000233399.2";"lincRNA"
"48452";"ENSG00000233372.1";"lincRNA"
"48456";"ENSG00000231251.1";"pseudogene"
"48459";"ENSG00000236335.1";"lincRNA"
"48464";"ENSG00000231949.1";"lincRNA"
"48469";"ENSG00000162510.5";"protein_coding"
"48499";"ENSG00000186056.5";"antisense"
"48516";"ENSG00000162511.7";"protein_coding"
"48550";"ENSG00000264773.1";"miRNA"
"48553";"ENSG00000229607.1";"lincRNA"
"48557";"ENSG00000223382.3";"lincRNA"
"48567";"ENSG00000222784.1";"misc_RNA"
"48570";"ENSG00000235143.1";"antisense"
"48574";"ENSG00000162512.11";"protein_coding"
"48610";"ENSG00000134644.11";"protein_coding"
"49215";"ENSG00000200154.1";"snoRNA"
"49218";"ENSG00000202107.1";"snoRNA"
"49221";"ENSG00000200181.1";"snoRNA"
"49224";"ENSG00000237329.2";"pseudogene"
"49227";"ENSG00000232768.1";"pseudogene"
"49230";"ENSG00000215900.4";"pseudogene"
"49234";"ENSG00000225142.2";"pseudogene"
"49237";"ENSG00000084628.5";"protein_coding"
"49321";"ENSG00000060688.8";"protein_coding"
"49407";"ENSG00000229447.2";"pseudogene"
"49410";"ENSG00000121766.10";"protein_coding"
"49510";"ENSG00000229044.1";"antisense"
"49515";"ENSG00000121769.3";"protein_coding"
"49563";"ENSG00000168528.7";"protein_coding"
"49684";"ENSG00000268950.1";"protein_coding"
"49691";"ENSG00000215899.3";"pseudogene"
"49694";"ENSG00000206981.1";"snRNA"
"49697";"ENSG00000228682.2";"lincRNA"
"49702";"ENSG00000223907.1";"lincRNA"
"49710";"ENSG00000229167.1";"antisense"
"49715";"ENSG00000142910.11";"protein_coding"
"49852";"ENSG00000121764.7";"protein_coding"
"49930";"ENSG00000162517.8";"protein_coding"
"49989";"ENSG00000235790.3";"antisense"
"50098";"ENSG00000264078.1";"antisense"
"50102";"ENSG00000084636.13";"protein_coding"
"50704";"ENSG00000121753.8";"protein_coding"
"51410";"ENSG00000266580.1";"miRNA"
"51413";"ENSG00000254545.1";"antisense"
"51417";"ENSG00000134668.8";"protein_coding"
"51662";"ENSG00000203620.2";"lincRNA"
"51666";"ENSG00000269967.1";"lincRNA"
"51670";"ENSG00000184007.13";"protein_coding"
"51844";"ENSG00000212673.1";"protein_coding"
"51852";"ENSG00000228634.1";"lincRNA"
"51856";"ENSG00000121774.13";"protein_coding"
"51922";"ENSG00000203325.3";"antisense"
"51927";"ENSG00000121775.13";"protein_coding"
"52097";"ENSG00000266203.1";"miRNA"
"52100";"ENSG00000025800.9";"protein_coding"
"52262";"ENSG00000250135.1";"sense_intronic"
"52266";"ENSG00000084652.11";"protein_coding"
"52319";"ENSG00000160050.10";"protein_coding"
"52385";"ENSG00000224066.1";"antisense"
"52394";"ENSG00000160051.7";"protein_coding"
"52425";"ENSG00000222046.2";"protein_coding"
"52456";"ENSG00000160055.15";"protein_coding"
"52643";"ENSG00000084623.7";"protein_coding"
"52716";"ENSG00000220785.3";"pseudogene"
"52750";"ENSG00000183615.5";"protein_coding"
"52760";"ENSG00000182866.12";"protein_coding"
"52958";"ENSG00000252450.1";"misc_RNA"
"52961";"ENSG00000116478.7";"protein_coding"
"53094";"ENSG00000175130.6";"protein_coding"
"53104";"ENSG00000233775.1";"lincRNA"
"53108";"ENSG00000162526.6";"protein_coding"
"53132";"ENSG00000225828.1";"protein_coding"
"53158";"ENSG00000160058.14";"protein_coding"
"53467";"ENSG00000224333.1";"pseudogene"
"53470";"ENSG00000270850.1";"pseudogene"
"53473";"ENSG00000229259.1";"pseudogene"
"53479";"ENSG00000263529.1";"misc_RNA"
"53482";"ENSG00000254553.1";"protein_coding"
"53508";"ENSG00000273274.1";"protein_coding"
"53522";"ENSG00000160062.10";"protein_coding"
"53553";"ENSG00000176261.11";"protein_coding"
"53695";"ENSG00000200591.1";"misc_RNA"
"53698";"ENSG00000162521.14";"protein_coding"
"54022";"ENSG00000162520.10";"protein_coding"
"54065";"ENSG00000224409.1";"antisense"
"54069";"ENSG00000162522.6";"protein_coding"
"54147";"ENSG00000134684.6";"protein_coding"
"54222";"ENSG00000116497.13";"protein_coding"
"54372";"ENSG00000160097.11";"protein_coding"
"54433";"ENSG00000121905.5";"protein_coding"
"54462";"ENSG00000121900.14";"protein_coding"
